"Global ID","Data Model ID","Element Name"
"001354",73200,"Financial Expenditure Function Code"
"001355",73204,"Financial Expenditure Object Code"
"001555",73846,"Financial Expenditure Level of Instruction Code"
"001556",73850,"Financial Expenditure Project Reporting Code"
"001353",73196,"Financial Account Balance Sheet Code"
"001351",73191,"Financial Accounting Period Budgeted Value"
"001644",74323,"Financial Accounting Period Encumbered Value"
"001350",73187,"Financial Accounting Period Actual Value"
"001647",74335,"Financial Accounting Value"
"001648",74339,"Financial Accounting Date"
"001347",73171,"Financial Account Fund Classification"
"001645",74327,"Financial Account Program Name"
"001646",74331,"Financial Account Program Number"
"001349",73182,"Financial Account Program Code"
"002010",75898,"Federal Program Subgrant Code"
"002011",75899,"Financial Account Coding System Organization Type"
"002007",75900,"Financial Account Local Balance Sheet Code"
"002008",75901,"Financial Account Local Fund Classification"
"002009",75902,"Financial Account Local Program Code"
"002003",75903,"Financial Account Local Revenue Code"
"002004",75904,"Financial Expenditure Local Function Code"
"002006",75905,"Financial Expenditure Local Level of Instruction Code"
"002005",75906,"Financial Expenditure Local Object Code"
"002059",76143,"Funding Source Amount"
"002058",76144,"Funding Source Percentage"
"002137",76631,"Indirect Cost Rate"
"002136",76624,"Indirect Cost Rate Agreement Approved By"
"002135",76617,"Indirect Cost Rate Agreement End Date"
"002133",76603,"Indirect Cost Rate Agreement Indicator"
"002134",76610,"Indirect Cost Rate Agreement Start Date"
"002139",76645,"Indirect Cost Rate Deviation Reason Type"
"002138",76638,"Indirect Cost Rate Stage Code"
"000542",70870,"Consolidated Migrant Education Program Funds Status"
"000549",74231,"Federal Programs Funding Allocation"
"000452",74232,"Funds Transfer Amount"
"000464",74233,"Innovative Programs Funds Received"
"000461",74234,"Innovative Dollars Spent"
"000462",74235,"Innovative Dollars Spent on Strategic Priorities"
"000568",74236,"Public School Choice Funds Spent"
"000239",70843,"School Improvement Grant Intervention Type"
"000479",74237,"School Improvement Reserved Funds Percentage"
"000480",74238,"School Improvement Allocation"
"000575",74240,"Supplemental Educational Services Per Pupil Expenditure"
"000567",74239,"Supplemental Educational Services Funds Spent"
"000574",74241,"Supplemental Education Services Public School Choice Twenty Percent Obligation"
"000486",74242,"Type of Use of the Rural Low-Income Schools Program"
"000547",74243,"Federal Program Code"
"000251",74250,"Session Begin Date"
"000253",74251,"Session End Date"
"000252",74252,"Session Designator"
"000254",74244,"Session Type"
"001270",72904,"Session Code"
"001271",72911,"Session Description"
"001272",72912,"Session Marking Term Indicator"
"001273",72913,"Session Scheduling Term Indicator"
"001274",72914,"Session Attendance Term Indicator"
"000243",70847,"School Year"
"000497",70863,"First Instruction Date"
"000498",70864,"Last Instruction Date"
"000496",70862,"Days in Session"
"000244",70848,"School Year Minutes"
"000499",70865,"Instructional Minutes"
"000500",70866,"Minutes Per Day"
"002012",75908,"Enrollment Capacity"
"002021",76160,"Session Sequence Number"
"002099",76331,"Instructional Minutes Per Day"
"002100",76332,"Lunch Minutes Per Day"
"002101",76333,"Recess Minutes Per Day"
"001356",76550,"Frequency of Service"
"000491",76539,"Kindergarten Daily Length"
"001493",73434,"Technical Assistance Approved Indicator"
"001494",73440,"Technical Assistance Delivery Type"
"001495",73442,"Technical Assistance Type"
"000134",76142,"Gun Free Schools Act Reporting Status"
"002073",76147,"Coding System Organization Type"
"002074",76148,"Education Job Type"
"002070",76149,"Job Identification System"
"002069",76150,"Job Identifier"
"002077",76151,"Job Position Expected Start Date"
"002076",76152,"Job Position Identification System"
"002075",76153,"Job Position Identifier"
"002078",76154,"Job Position Status"
"002080",76155,"Job Position Status Cancelled Reason"
"002079",76156,"Job Position Status Date"
"002071",76157,"Local Job Category"
"002072",76158,"Local Job Function"
"002063",76159,"Organization Jurisdiction Square Miles"
"001663",74976,"Organization Image URL"
"001750",74983,"Organization Region GeoJSON"
"001068",70893,"Local Education Agency Identifier"
"001072",70894,"Local Education Agency Identification System"
"000204",70902,"Organization Name"
"001156",71817,"Organization Type"
"001905",75153,"Organization Relationship Type"
"001066",70962,"Address Type for Organization"
"000269",70912,"Address Street Number and Name"
"000019",72146,"Address Apartment Room or Suite Number"
"000040",70886,"Address City"
"000267",70911,"State Abbreviation"
"000214",70905,"Address Postal Code"
"000190",70901,"Address County Name"
"000424",74229,"State ANSI Code"
"001209",70887,"County ANSI Code"
"000602",74176,"Building Site Number"
"000606",74259,"Latitude"
"000607",74282,"Longitude"
"001928",75351,"Do Not Publish Indicator"
"000279",70913,"Telephone Number"
"000167",70895,"Institution Telephone Number Type"
"000219",70908,"Primary Telephone Number Indicator"
"001928",75354,"Do Not Publish Indicator"
"001927",75355,"Telephone Number Listed Status"
"000537",70951,"Local Education Agency Type"
"000174",70898,"Local Education Agency Operational Status"
"000534",70950,"Operational Status Effective Date"
"000175",70899,"Local Education Agency Supervisory Union Identification Number"
"000039",70885,"Charter School Indicator"
"000704",70917,"Web Site Address"
"000504",70949,"Facilities Identifier"
"001926",75352,"Grade Levels Approved"
"000131",75353,"Grades Offered"
"002012",75916,"Enrollment Capacity"
"000243",74171,"School Year"
"000011",70883,"Adequate Yearly Progress Status"
"000444",70920,"Adequate Yearly Progress Appeal Process Date"
"000443",70919,"Adequate Yearly Progress Appeal Changed Designation"
"000442",70918,"Appealed Adequate Yearly Progress Designation"
"000014",70884,"Alternate Adequate Yearly Progress Approach Indicator"
"000221",70909,"Proficiency Target Status for Math"
"000553",70954,"Proficiency Target Status for Reading and Language Arts"
"000208",70903,"Participation Status for Math"
"000209",70904,"Participation Status for Reading and Language Arts"
"000005",70882,"Accountability Report Title"
"000091",70889,"Elementary-Middle Additional Indicator Status"
"000134",70890,"Gun Free Schools Act Reporting Status"
"000140",70892,"High School Graduation Rate Indicator Status"
"000173",70897,"Local Education Agency Improvement Status"
"000227",70910,"Public School Choice Implementation Status"
"000487",70946,"Title III Professional Development Type"
"002066",76250,"Financial Account GASB Revenue Classification"
"001639",74306,"Fiscal Year"
"002067",76251,"Financial Account Local GASB Revenue Classification"
"001642",74316,"Fiscal Period Begin Date"
"001643",74320,"Fiscal Period End Date"
"001554",73842,"Financial Account Number"
"001348",73179,"Financial Account Name"
"001346",73168,"Financial Account Description"
"001345",73164,"Financial Account Category"
"001468",73855,"Financial Account Revenue Code"
"001354",73201,"Financial Expenditure Function Code"
"001355",73205,"Financial Expenditure Object Code"
"001555",73847,"Financial Expenditure Level of Instruction Code"
"001556",73851,"Financial Expenditure Project Reporting Code"
"001353",73197,"Financial Account Balance Sheet Code"
"001351",73192,"Financial Accounting Period Budgeted Value"
"001644",74324,"Financial Accounting Period Encumbered Value"
"001350",73188,"Financial Accounting Period Actual Value"
"001647",74336,"Financial Accounting Value"
"001648",74340,"Financial Accounting Date"
"001347",73175,"Financial Account Fund Classification"
"001645",74328,"Financial Account Program Name"
"001646",74332,"Financial Account Program Number"
"001349",73183,"Financial Account Program Code"
"001893",75150,"Indebtedness Amount Allowed"
"001894",75151,"Insurance Deductible"
"001895",75152,"Public Education Mill Rate"
"002010",75917,"Federal Program Subgrant Code"
"002011",75918,"Financial Account Coding System Organization Type"
"002007",75919,"Financial Account Local Balance Sheet Code"
"002008",75920,"Financial Account Local Fund Classification"
"002009",75921,"Financial Account Local Program Code"
"002003",75922,"Financial Account Local Revenue Code"
"002004",75923,"Financial Expenditure Local Function Code"
"002006",75924,"Financial Expenditure Local Level of Instruction Code"
"002005",75925,"Financial Expenditure Local Object Code"
"002059",76248,"Funding Source Amount"
"002058",76249,"Funding Source Percentage"
"002137",76632,"Indirect Cost Rate"
"002136",76625,"Indirect Cost Rate Agreement Approved By"
"002135",76618,"Indirect Cost Rate Agreement End Date"
"002133",76604,"Indirect Cost Rate Agreement Indicator"
"002134",76611,"Indirect Cost Rate Agreement Start Date"
"002139",76646,"Indirect Cost Rate Deviation Reason Type"
"002138",76639,"Indirect Cost Rate Stage Code"
"000549",70953,"Federal Programs Funding Allocation"
"000452",70925,"Funds Transfer Amount"
"000464",70931,"Innovative Programs Funds Received"
"000461",70928,"Innovative Dollars Spent"
"000462",70929,"Innovative Dollars Spent on Strategic Priorities"
"000446",70921,"Local Education Agency Transferability of Funds"
"000451",70924,"Local Education Agency Funds Transfer Type"
"000568",70958,"Public School Choice Funds Spent"
"000479",70941,"School Improvement Reserved Funds Percentage"
"000480",70942,"School Improvement Allocation"
"000567",70957,"Supplemental Educational Services Funds Spent"
"000575",70960,"Supplemental Educational Services Per Pupil Expenditure"
"000574",70959,"Supplemental Education Services Public School Choice Twenty Percent Obligation"
"000486",70945,"Type of Use of the Rural Low-Income Schools Program"
"000547",73708,"Federal Program Code"
"000449",70923,"Barrier to Educating Homeless"
"000080",70888,"Desegregation Order or Plan"
"000135",70891,"Harassment or Bullying Policy Status"
"000170",70896,"Integrated Technology Status"
"000560",70956,"Rural Education Achievement Program Alternative Funding Status"
"000454",70927,"State Assessment Administration Funding"
"000453",70926,"State Assessment Standards Funding"
"000482",70943,"Terminated Title III Programs Due to Failure"
"000653",70963,"Interscholastic Sports - Male Only"
"000654",70964,"Interscholastic Sports - Female Only"
"000655",70965,"Interscholastic Teams - Male Only"
"000656",70966,"Interscholastic Teams - Female Only"
"000657",70967,"Interscholastic Sport Participants - Male Only"
"000658",70968,"Interscholastic Sport Participants - Female Only"
"000477",70939,"Safe and Drug Free Baseline"
"000478",70940,"Safe and Drug Free Baseline Year"
"000473",70935,"Safe and Drug Free Collection Frequency"
"000471",70933,"Safe and Drug Free Indicator Name"
"000472",70934,"Safe and Drug Free Instrument"
"000476",70938,"Safe and Drug Free Performance"
"000475",70937,"Safe and Drug Free Target"
"000474",70936,"Safe and Drug Free Year Most Recent Collection"
"000216",70906,"Prekindergarten Eligibility"
"000217",70907,"Prekindergarten Eligible Ages for Non-IDEA Students"
"000490",70947,"Prekindergarten Daily Length"
"000491",70948,"Kindergarten Daily Length"
"001244",71991,"Program Gifted Eligibility Criteria"
"000187",70900,"Migrant Education Program Session Type"
"000463",70930,"Migrant Education Program Project Type"
"000470",70932,"Number of Immigrant Program Subgrants"
"000485",70944,"Program in Multiple Purpose Facility"
"000282",70914,"Title I Instructional Services"
"000284",70915,"Title I Program Type"
"000289",70916,"Title I Support Services"
"000447",70922,"Title III Language Instruction Program Type"
"000827",75171,"Organization Identification System"
"000826",75172,"Organization Identifier"
"000625",75173,"Program Identifier"
"001356",75926,"Frequency of Service"
"000500",76540,"Minutes Per Day"
"001493",73435,"Technical Assistance Approved Indicator"
"001494",73438,"Technical Assistance Delivery Type"
"001495",73443,"Technical Assistance Type"
"000134",76245,"Gun Free Schools Act Reporting Status"
"002096",76246,"LEA GFSA Assurance of Compliance Indicator"
"002097",76247,"LEA GFSA Policy Assurance Indicator"
"002073",76252,"Coding System Organization Type"
"002074",76253,"Education Job Type"
"002070",76254,"Job Identification System"
"002069",76255,"Job Identifier"
"002077",76256,"Job Position Expected Start Date"
"002076",76257,"Job Position Identification System"
"002075",76258,"Job Position Identifier"
"002078",76259,"Job Position Status"
"002080",76260,"Job Position Status Cancelled Reason"
"002079",76261,"Job Position Status Date"
"002071",76262,"Local Job Category"
"002072",76263,"Local Job Function"
"002063",76264,"Organization Jurisdiction Square Miles"
"001663",74978,"Organization Image URL"
"001750",74985,"Organization Region GeoJSON"
"001490",73430,"State Agency Identifier"
"001491",73431,"State Agency Identification System"
"000204",70972,"Organization Name"
"001156",71818,"Organization Type"
"001905",75155,"Organization Relationship Type"
"001066",70987,"Address Type for Organization"
"000269",70975,"Address Street Number and Name"
"000019",72147,"Address Apartment Room or Suite Number"
"000040",70970,"Address City"
"000267",70974,"State Abbreviation"
"000214",70973,"Address Postal Code"
"000424",72142,"State ANSI Code"
"000602",74178,"Building Site Number"
"000606",74260,"Latitude"
"000607",74283,"Longitude"
"001209",75381,"County ANSI Code"
"001928",75382,"Do Not Publish Indicator"
"000213",73313,"Position Title"
"001428",73324,"Primary Contact Indicator"
"000704",73451,"Web Site Address"
"000115",73046,"First Name"
"000184",73047,"Middle Name"
"000172",73048,"Last or Surname"
"000121",73049,"Generation Code or Suffix"
"000212",73050,"Personal Title or Prefix"
"000722",73051,"Address Type for Staff"
"000269",73052,"Address Street Number and Name"
"000019",73053,"Address Apartment Room or Suite Number"
"000040",73054,"Address City"
"000267",73055,"State Abbreviation"
"000214",73056,"Address Postal Code"
"000190",73057,"Address County Name"
"000050",73058,"Country Code"
"000606",74268,"Latitude"
"000607",74291,"Longitude"
"001209",75383,"County ANSI Code"
"001928",75384,"Do Not Publish Indicator"
"000088",73148,"Electronic Mail Address"
"000089",73149,"Electronic Mail Address Type"
"001928",75385,"Do Not Publish Indicator"
"000279",73445,"Telephone Number"
"000280",73447,"Telephone Number Type"
"000219",73327,"Primary Telephone Number Indicator"
"001928",75386,"Do Not Publish Indicator"
"001927",75387,"Telephone Number Listed Status"
"001514",73639,"Other First Name"
"001515",73655,"Other Middle Name"
"001513",73623,"Other Last Name"
"000206",73303,"Other Name"
"000634",73304,"Other Name Type"
"000243",74172,"School Year"
"000011",70969,"Adequate Yearly Progress Status"
"000075",70971,"Career and Technical Education Graduation Rate Inclusion"
"001639",74307,"Fiscal Year"
"001642",74317,"Fiscal Period Begin Date"
"001643",74321,"Fiscal Period End Date"
"001554",73843,"Financial Account Number"
"001348",73180,"Financial Account Name"
"001346",73169,"Financial Account Description"
"001345",73165,"Financial Account Category"
"001468",73856,"Financial Account Revenue Code"
"001354",73202,"Financial Expenditure Function Code"
"001355",73206,"Financial Expenditure Object Code"
"001555",73848,"Financial Expenditure Level of Instruction Code"
"001556",73852,"Financial Expenditure Project Reporting Code"
"001353",73198,"Financial Account Balance Sheet Code"
"001351",73193,"Financial Accounting Period Budgeted Value"
"001644",74325,"Financial Accounting Period Encumbered Value"
"001350",73189,"Financial Accounting Period Actual Value"
"001647",74337,"Financial Accounting Value"
"001648",74341,"Financial Accounting Date"
"001347",73176,"Financial Account Fund Classification"
"001349",73184,"Financial Account Program Code"
"001646",74333,"Financial Account Program Number"
"001645",74329,"Financial Account Program Name"
"002059",76311,"Funding Source Amount"
"002058",76312,"Funding Source Percentage"
"002137",76634,"Indirect Cost Rate"
"002136",76627,"Indirect Cost Rate Agreement Approved By"
"002135",76620,"Indirect Cost Rate Agreement End Date"
"002133",76606,"Indirect Cost Rate Agreement Indicator"
"002134",76613,"Indirect Cost Rate Agreement Start Date"
"002139",76648,"Indirect Cost Rate Deviation Reason Type"
"002138",76641,"Indirect Cost Rate Stage Code"
"000547",70982,"Federal Program Code"
"000549",70984,"Federal Programs Funding Allocation"
"000548",70983,"Federal Programs Funding Allocation Type"
"000445",70976,"State Transferability of Funds"
"000455",70977,"Date State Received Title III Allocation"
"000456",70978,"Date Title III Funds Available to Subgrantees"
"000457",70979,"Number of Days for Title III Subgrants"
"002073",76313,"Coding System Organization Type"
"002074",76314,"Education Job Type"
"002070",76315,"Job Identification System"
"002069",76316,"Job Identifier"
"002077",76317,"Job Position Expected Start Date"
"002076",76318,"Job Position Identification System"
"002075",76319,"Job Position Identifier"
"002078",76320,"Job Position Status"
"002080",76321,"Job Position Status Cancelled Reason"
"002079",76322,"Job Position Status Date"
"002071",76323,"Local Job Category"
"002072",76324,"Local Job Function"
"002063",76325,"Organization Jurisdiction Square Miles"
"000115",71753,"First Name"
"000184",71786,"Middle Name"
"000172",71781,"Last or Surname"
"000121",71755,"Generation Code or Suffix"
"000212",71798,"Personal Title or Prefix"
"001514",73630,"Other First Name"
"001515",73646,"Other Middle Name"
"001513",73614,"Other Last Name"
"000206",71797,"Other Name"
"000634",71902,"Other Name Type"
"001071",71775,"Student Identifier"
"001075",71779,"Student Identification System"
"000618",71901,"Personal Information Verification"
"001945",75570,"Personal Information Type"
"000010",71831,"Address Type for Learner or Family"
"000269",71815,"Address Street Number and Name"
"000019",70993,"Address Apartment Room or Suite Number"
"000040",70997,"Address City"
"000267",71814,"State Abbreviation"
"000214",71799,"Address Postal Code"
"000190",71790,"Address County Name"
"000050",71001,"Country Code"
"000606",74253,"Latitude"
"000607",74276,"Longitude"
"001209",75340,"County ANSI Code"
"001928",75341,"Do Not Publish Indicator"
"000279",71819,"Telephone Number"
"000280",71820,"Telephone Number Type"
"000219",71801,"Primary Telephone Number Indicator"
"001928",75343,"Do Not Publish Indicator"
"001927",75344,"Telephone Number Listed Status"
"000088",71742,"Electronic Mail Address"
"000089",71743,"Electronic Mail Address Type"
"001928",75342,"Do Not Publish Indicator"
"000033",70995,"Birthdate"
"000428",73823,"Birthdate Verification"
"000255",71811,"Sex"
"000016",71907,"American Indian or Alaska Native"
"000020",71908,"Asian"
"000034",71909,"Black or African American"
"000192",71910,"Native Hawaiian or Other Pacific Islander"
"000301",71911,"White"
"000973",71425,"Demographic Race Two or More Races"
"000144",71765,"Hispanic or Latino Ethnicity"
"000051",71002,"Country of Birth Code"
"000427",71837,"State of Birth Abbreviation"
"000426",71836,"City of Birth"
"000532",71863,"Public School Residence Status"
"001657",74355,"Tribal Affiliation"
"001640",74309,"Military Branch"
"001576",73933,"Military Connected Student Indicator"
"000730",75345,"Standard Occupational Classification"
"001944",75546,"Federal Race and Ethnicity Declined"
"001947",75547,"First Generation College Student"
"001943",75548,"Race"
"000778",76201,"Rural Residency Status"
"001481",74829,"Referral Date"
"001483",74831,"Referral Reason"
"001484",74833,"Referral Source"
"000439",71849,"Medical Alert Indicator"
"001283",73066,"Allergy Type"
"001281",73064,"Allergy Reaction Description"
"001282",73065,"Allergy Severity"
"001358",74467,"Health Screening Equipment Used"
"001359",74468,"Health Screening Follow-up Recommendation"
"000706",74710,"Dental Screening Date"
"000310",74711,"Dental Screening Status"
"000705",73711,"Hearing Screening Date"
"000309",73712,"Hearing Screening Status"
"000306",71721,"Immunization Date"
"001248",71720,"Immunization Type"
"000335",74712,"Insurance Coverage"
"000336",74713,"Dental Insurance Coverage Type"
"000703",73709,"Vision Screening Date"
"000308",73710,"Vision Screening Status"
"001068",71773,"Local Education Agency Identifier"
"001072",71777,"Local Education Agency Identification System"
"001069",71774,"School Identifier"
"001073",71778,"School Identification System"
"000827",74378,"Organization Identification System"
"000637",71905,"Responsible District Identifier"
"000594",71893,"Responsible District Type"
"000638",71906,"Responsible School Identifier"
"000595",71894,"Responsible School Type"
"001466",74382,"Responsible Organization Identifier"
"001467",74385,"Responsible Organization Type"
"000714",71914,"Kindergarten Program Participation Type  "
"000122",71756,"Gifted and Talented Indicator"
"000094",71746,"Enrollment Status"
"000097",71747,"Enrollment Entry Date"
"000100",71749,"Entry Grade Level"
"000099",71748,"Entry Type"
"000107",71750,"Enrollment Exit Date"
"001210",71623,"Exit Grade Level"
"000110",71752,"Exit or Withdrawal Type"
"000108",71751,"Exit or Withdrawal Status"
"000046",71000,"Cohort Year"
"000584",71888,"Cohort Graduation Year"
"000120",71754,"GED Preparation Program Participation Status"
"000610",71899,"Displaced Student Status"
"000569",71879,"Truant Status"
"001590",74143,"Directory Information Block Status"
"001244",73695,"Program Gifted Eligibility Criteria"
"001862",75148,"Student Enrollment Access Type"
"001921",75346,"Full Time Equivalency"
"000323",75567,"Application Date"
"001946",75568,"Role"
"001963",75569,"Student School Affiliation State Defined Status"
"002017",76204,"Adjusted Exit or Withdrawal Type"
"002113",76205,"Dropout Reason Type"
"002068",76206,"Student Dropout Status"
"002129",76587,"Enrollment Status Date"
"000006",70989,"Activity Identifier"
"000009",70992,"Activity Title"
"001530",73768,"Activity Description"
"000007",70990,"Activity Involvement Begin Date"
"000008",70991,"Activity Involvement End Date"
"001527",73758,"Activity Time Involved"
"001528",73760,"Activity Time Measurement Type"
"000202",71796,"Number of Days in Attendance"
"000201",71795,"Number of Days Absent"
"000271",71816,"Student Attendance Rate"
"000600",71896,"Present Attendance Category"
"000599",71895,"Absent Attendance Category"
"000601",71897,"Attendance Event Type"
"001649",74343,"Attendance Event Date"
"000076",71736,"Attendance Status"
"001920",75197,"End Time"
"001919",75198,"Start Time"
"001957",75545,"Number of Days Tardy"
"002098",76197,"Attendance Event Duration Day"
"002015",76198,"Attendance Event Duration Hours"
"002014",76199,"Attendance Event Duration Minutes"
"002022",76200,"Chronic Student Absenteeism Indicator"
"000055",71003,"Course Identifier"
"000056",71730,"Course Code System"
"000067",71732,"Course Title"
"000125",71758,"Grade Level When Course Taken"
"000065",71731,"Course Repeat Code"
"000199",71793,"Number of Credits Attempted"
"000200",71794,"Number of Credits Earned"
"000073",71734,"Credits Attempted Cumulative"
"000074",71735,"Credits Earned Cumulative"
"000124",71757,"Student Course Section Grade Earned"
"000072",71733,"Credit Unit Type"
"000616",71900,"Grade Value Qualifier"
"000566",71878,"Technology Literacy Status in 8th Grade"
"000130",71761,"Grade Points Earned Cumulative"
"000128",71759,"Grade Point Average Cumulative"
"000129",71760,"Grade Point Average Given Session"
"000041",70998,"High School Student Class Rank"
"000042",70999,"Class Ranking Date"
"000294",71827,"Size of High School Graduating Class"
"000226",71803,"Projected Graduation Date"
"000004",70988,"Academic Honors Type"
"000150",71770,"Honors Description"
"000036",72835,"Career and Technical Education Completer"
"000229",71805,"Recognition for Participation or Performance in an Activity"
"000093",71745,"End of Term Status"
"000530",71861,"Promotion Reason"
"000531",71862,"Nonpromotion Reason"
"000466",72856,"Literacy Assessment Administered Type"
"000469",71853,"Literacy Pre Test Status"
"000468",71852,"Literacy Post Test Status"
"000467",71851,"Literacy Goal Met Status"
"000586",71889,"Postsecondary Enrollment Action"
"000711",71912,"Cohort Description"
"000132",71762,"Graduation Rate Survey Cohort Year"
"000133",71763,"Graduation Rate Survey Indicator"
"000571",71881,"Pre and Post Test Indicator"
"000573",71882,"Proficiency Status"
"000561",71874,"Progress Level"
"001289",73078,"Career Education Plan Date"
"001290",73081,"Career Education Plan Type"
"001549",73836,"Course Department Name"
"001573",73927,"Student Course Section Grade Narrative"
"000123",75339,"Grade Point Average Weighted Indicator"
"002119",76577,"Retention Exemption Reason"
"000009",71916,"Activity Title"
"000006",71915,"Activity Identifier"
"001530",73769,"Activity Description"
"000007",73762,"Activity Involvement Begin Date"
"000008",73763,"Activity Involvement End Date"
"001527",73759,"Activity Time Involved"
"001528",73761,"Activity Time Measurement Type"
"000081",71737,"Diploma or Credential Award Date"
"000138",71764,"High School Diploma Type"
"000713",71913,"High School Diploma Distinction Type"
"000001",74675,"Academic Award Date"
"000002",74671,"Academic Award Level Conferred"
"000003",74672,"Academic Award Title"
"001317",74670,"Credit Hours Applied Other Program"
"000783",72839,"Professional or Technical Credential Conferred"
"000625",74673,"Program Identifier"
"002026",76196,"Projected High School Diploma Type"
"000031",70994,"Awaiting Initial IDEA Evaluation Status"
"000151",71771,"IDEA Indicator"
"000577",71884,"Disability Status"
"000249",71810,"Section 504 Status"
"000218",71800,"Primary Disability Type"
"001320",73662,"Disability Condition Type"
"001321",73664,"Disability Determination Source Type"
"000535",71864,"IDEA Educational Environment for School Age"
"001228",76202,"Status End Date"
"001227",76203,"Status Start Date"
"002131",76595,"Degree of Visual Impairment"
"002132",76599,"Visual Impairment Type"
"001242",71706,"Special Education Full Time Equivalency"
"000590",71995,"Program Participation Start Date"
"000591",71996,"Program Participation Exit Date"
"000260",71812,"Special Education Exit Reason"
"000263",71813,"Special Education Services Exit Date"
"002086",76207,"Part B Postsecondary Outcomes Indicator"
"000281",71821,"Title I Indicator"
"000590",71997,"Program Participation Start Date"
"000591",71998,"Program Participation Exit Date"
"000235",71806,"School Choice Applied for Transfer Status"
"000236",71807,"School Choice Eligible for Transfer Status"
"000237",71808,"School Choice Transfer Status"
"000286",71822,"Title I School Supplemental Services Applied Status"
"000287",71823,"Title I School Supplemental Services Eligible Status"
"000288",71824,"Title I School Supplemental Services Received Status"
"000550",71870,"Title I Schoolwide Program Participation"
"000551",71871,"Title I Targeted Assistance Participation"
"000320",71830,"Individualized Program Type"
"001231",71685,"Individualized Program Service Plan Date Type"
"000559",74789,"IDEA Educational Environment for Early Childhood"
"000535",74786,"IDEA Educational Environment for School Age"
"001682",74948,"IEP Transfer of Rights Statement"
"001634",74855,"Inclusive Setting Indicator"
"001232",71687,"Individualized Program Date"
"001236",71695,"Individualized Program Service Plan Date"
"001683",74953,"Individualized Program Service Plan End Date"
"001684",74954,"Individualized Program Service Plan Meeting Date"
"001241",71705,"Individualized Program Service Plan Reevaluation Date"
"001237",71697,"Individualized Program Service Plan Meeting Location"
"001238",71699,"Individualized Program Service Plan Meeting Participants"
"001239",71701,"Individualized Program Service Plan Signed By"
"001240",71703,"Individualized Program Service Plan Signature Date"
"001681",74957,"Individualized Program Service Plan Progress Report Schedule"
"001701",74958,"Individualized Program Service Plan Progress Report Type"
"001233",71689,"Individualized Program NonInclusion Minutes Per Week"
"001234",71691,"Individualized Program Inclusion Minutes Per Week"
"001235",71693,"Individualized Program Transition Plan Type"
"000273",71710,"Student Support Service Type"
"001289",73827,"Career Education Plan Date"
"001290",73830,"Career Education Plan Type"
"001946",75571,"Role"
"001998",75913,"Student Support Service Availability Type"
"002124",76582,"Agency Invitation for Transition Planning Indicator"
"002127",76585,"Functional Behavioral Assessment Date"
"002117",76574,"IDEA Part C to Part B Transition Delay Reason "
"002116",76572,"Indicator 11 Child Find Timeliness Reason"
"002121",76579,"Procedural Safeguards Notice Indicator"
"002123",76581,"Student Invitation for Transition Planning Indicator"
"002167",76703,"Accessibility Feature Application Type"
"002168",76705,"Accessibility Feature Category"
"002169",76707,"Accessibility Feature Delivery Method"
"002170",76709,"Accessibility Feature Embedded Indicator"
"002171",76711,"Accessibility Feature Language Type"
"001157",76545,"Accessibility Feature Other Description"
"002172",76713,"Accessibility Feature Pauses the Clock Indicator"
"002173",76715,"Accessibility Feature Relationship Type"
"000385",76538,"Accessibility Feature Type"
"002090",76558,"Accessible Format Issued Begin Date"
"002091",76559,"Accessible Format Issued End Date"
"002088",76556,"Accessible Format Issued Indicator"
"002092",76560,"Accessible Format Required Indicator"
"002089",76557,"Accessible Format Type"
"002142",76653,"Adaptive and Specialized Equipment or Furniture Description"
"002143",76655,"Adaptive Calculator Type"
"002144",76657,"Alternate Response Option Type"
"002174",76717,"Assessment Component Type"
"002155",76679,"Assessment Extended Time Duration"
"002156",76681,"Assessment Extended Time Type"
"002146",76661,"Braille Access Type"
"002147",76663,"Braille Application Type"
"002148",76665,"Braille Code Type"
"002149",76667,"Braille Version Type"
"002150",76669,"Break Duration"
"002151",76671,"Break Location Type"
"002152",76673,"Break Type"
"002153",76675,"Calculator Type"
"002154",76677,"Display Format Adjustment Type"
"002159",76687,"Group Size Range Maximum"
"002158",76685,"Group Size Range Minimum"
"002157",76683,"Group Size Type"
"001686",76553,"Individualized Program Accommodation Applicability"
"001685",76552,"Individualized Program Accommodation Description"
"002160",76689,"Medical Support Type"
"002161",76691,"Read Aloud Type"
"002162",76693,"Reference Sheet Type"
"001518",76551,"School Courses for the Exchange of Data Course Subject Area"
"002163",76695,"Setting Type"
"002164",76697,"Signed Administration Delivery Method"
"002145",76659,"Signed Administration Type"
"002165",76699,"Tactile Medium Type"
"002166",76701,"Translation Presentation Type"
"001727",74875,"Consent to Evaluation Date"
"001726",74876,"Consent to Evaluation Indicator"
"001572",74854,"Person Identifier"
"001571",74845,"Person Identification System"
"000577",74791,"Disability Status"
"000249",74777,"Section 504 Status"
"000218",74776,"Primary Disability Type"
"000151",74773,"IDEA Indicator"
"001733",74931,"IDEA Disability Type"
"001765",75149,"Significant Cognitive Disability Indicator"
"002122",76580,"Behavior Impedes Learning Indicator "
"002120",76578,"Eligibility Determination Date"
"001731",74914,"Eligibility Evaluation Date"
"001730",74915,"Eligibility Evaluation Description"
"001732",74916,"Eligibility Parent Observations Explanation"
"001729",74932,"IDEA Eligibility Evaluation Category"
"001728",74938,"IEP Eligibility Evaluation Type"
"001481",74828,"Referral Date"
"001483",74830,"Referral Reason"
