"Global ID","Data Model ID","Element Name"
"000709",71205,"Assessment Item Characteristic Value"
"000392",71195,"Assessment Item Characteristic Type"
"000422",72419,"Rubric Identifier"
"000421",72418,"Rubric Title"
"001479",73407,"Rubric Description"
"000423",72420,"Rubric URL Reference"
"001477",73401,"Rubric Criterion Title"
"001470",73379,"Rubric Criterion Description"
"001469",73376,"Rubric Criterion Category"
"001476",73398,"Rubric Criterion Position"
"001471",73382,"Rubric Criterion Level Description"
"001472",73386,"Rubric Criterion Level Feedback"
"001473",73389,"Rubric Criterion Level Position"
"001474",73392,"Rubric Criterion Level Quality Label"
"001475",73395,"Rubric Criterion Level Score"
"001478",73404,"Rubric Criterion Weight"
"001139",71553,"Assessment Item Adaptive Indicator"
"001138",71552,"Assessment Item APIP Item Body XML"
"001137",71551,"Assessment Item APIP Modal Feedback XML"
"001134",71548,"Assessment Item APIP Outcome Declaration XML"
"001133",71547,"Assessment Item APIP Response Declaration XML"
"001131",71545,"Assessment Item APIP Response Processing Template URL"
"001132",71546,"Assessment Item APIP Response Processing XML"
"001135",71549,"Assessment Item APIP Template Declaration XML"
"001136",71550,"Assessment Item APIP Template Processing XML"
"001284",73067,"Assessment Item Result XML"
"001529",73765,"APIP Interaction Sequence Number"
"001123",71540,"Assessment Item Body Associate Interaction XML"
"001112",71530,"Assessment Item Body Choice Interaction XML"
"001103",71521,"Assessment Item Body Drawing Interaction XML"
"001121",71538,"Assessment Item Body End Attempt Interaction XML"
"001120",71537,"Assessment Item Body Extended Text Interaction XML"
"001104",71522,"Assessment Item Body Gap Match Interaction XML"
"001106",71524,"Assessment Item Body Graphic Gap Match Interaction XML"
"001108",71526,"Assessment Item Body Graphic Order Interaction XML"
"001107",71525,"Assessment Item Body Hot Spot Interaction XML"
"001116",71533,"Assessment Item Body Hottext Interaction XML"
"001114",71531,"Assessment Item Body Inline Choice Interaction XML"
"001105",71523,"Assessment Item Body Match Interaction XML"
"001115",71532,"Assessment Item Body Media Interaction XML"
"001117",71534,"Assessment Item Body Order Interaction XML"
"001118",71535,"Assessment Item Body Position Object Interaction XML"
"001110",71528,"Assessment Item Body Select Point Interaction"
"001109",71527,"Assessment Item Body Select Point Interaction XML"
"001111",71529,"Assessment Item Body Slider Interaction XML"
"001119",71536,"Assessment Item Body Text Entry Interaction XML"
"001222",71539,"Assessment Item Body Upload Interaction XML"
"001158",72703,"Assessment Item Interaction Type"
"001198",71567,"Assessment Asset Identifier"
"001199",71568,"Assessment Asset Identifier Type"
"001200",71569,"Assessment Asset Name"
"001196",71565,"Assessment Asset Type"
"001195",71563,"Assessment Asset Version"
"001201",71570,"Assessment Asset Owner"
"001197",71566,"Assessment Asset Published Date"
"001204",71573,"Assessment Asset Content URL"
"001202",71571,"Assessment Asset Content XML"
"001203",71572,"Assessment Asset Content Mime Type"
"000021",73767,"Assessment Academic Subject"
"000177",73800,"Assessment Level for Which Designed"
"000317",71598,"ISO 639-2 Language Code"
"001637",74217,"ISO 639-3 Language Code"
"001638",74224,"ISO 639-5 Language Family"
"000422",72942,"Rubric Identifier"
"000421",72941,"Rubric Title"
"001479",73408,"Rubric Description"
"000423",72945,"Rubric URL Reference"
"001477",73402,"Rubric Criterion Title"
"001470",73380,"Rubric Criterion Description"
"001469",73377,"Rubric Criterion Category"
"001476",73399,"Rubric Criterion Position"
"001471",73383,"Rubric Criterion Level Description"
"001472",73387,"Rubric Criterion Level Feedback"
"001473",73390,"Rubric Criterion Level Position"
"001474",73393,"Rubric Criterion Level Quality Label"
"001475",73396,"Rubric Criterion Level Score"
"001478",73405,"Rubric Criterion Weight"
"000367",71210,"Assessment Subtest Identifier"
"001014",71452,"Assessment Subtest Identifier Type"
"000275",71209,"Assessment Subtest Title"
"000368",71211,"Assessment Subtest Abbreviation"
"000274",71208,"Assessment Subtest Description"
"000388",71213,"Assessment Subtest Version"
"000177",73798,"Assessment Level for Which Designed"
"001000",74304,"Assessment Early Learning Developmental Domain"
"001091",71507,"Assessment Subtest Published Date"
"000395",71214,"Assessment Subtest Minimum Value"
"000396",71215,"Assessment Subtest Maximum Value"
"000397",71216,"Assessment Subtest Optimal Value"
"000021",71206,"Assessment Academic Subject"
"000605",71217,"Assessment Content Standard Type"
"000026",71207,"Assessment Purpose"
"000719",71218,"Assessment Subtest Rules"
"001214",71625,"Assessment Form Subtest Tier"
"001215",71626,"Assessment Form Subtest Container Only"
"000369",71212,"Assessment Score Metric Type"
"000717",74706,"Assessment Performance Level Identifier"
"000718",74707,"Assessment Performance Level Label"
"000418",74704,"Assessment Performance Level Lower Cut Score"
"000419",74705,"Assessment Performance Level Upper Cut Score"
"000417",74703,"Assessment Performance Level Score Metric"
"001218",74708,"Assessment Performance Level Descriptive Feedback"
"001007",71446,"Assessment Result Preliminary Indicator"
"000245",71227,"Assessment Result Score Value"
"001543",73813,"Assessment Result Data Type"
"001547",73822,"Assessment Result Score Type"
"001546",73820,"Assessment Result Score Standard Error"
"001009",71448,"Assessment Result Number of Responses"
"000890",72341,"Assessment Result Descriptive Feedback"
"001092",71508,"Assessment Result Descriptive Feedback Source"
"001545",74118,"Assessment Result Descriptive Feedback Date Time"
"000369",71515,"Assessment Score Metric Type"
"000970",71422,"Assessment Result Date Updated"
"000971",71423,"Assessment Result Date Created"
"001219",72844,"Assessment Result Diagnostic Statement"
"000572",71224,"Assessment Result Pretest Outcome"
"001008",71447,"Diagnostic Statement Source"
"000370",73027,"Instructional Recommendation"
"000115",73860,"First Name"
"000172",73864,"Last or Surname"
"001572",73911,"Person Identifier"
"001571",73906,"Person Identification System"
"000717",74700,"Assessment Performance Level Identifier"
"000718",74701,"Assessment Performance Level Label"
"000418",74698,"Assessment Performance Level Lower Cut Score"
"000419",74699,"Assessment Performance Level Upper Cut Score"
"000417",74697,"Assessment Performance Level Score Metric"
"001218",74702,"Assessment Performance Level Descriptive Feedback"
"001055",71496,"Assessment Registration Testing Indicator"
"000365",73785,"Assessment Identification System"
"001017",71455,"Assessment Registration Creation Date"
"001016",71454,"Assessment Registration Retest Indicator"
"001162",72477,"Assessment Registration Test Attempt Identifier"
"000383",71220,"Assessment Accommodation Category"
"001157",72701,"Accessibility Feature Other Description"
"001069",71588,"School Identifier"
"001073",71585,"School Identification System"
"001068",71594,"Local Education Agency Identifier"
"001072",71591,"Local Education Agency Identification System"
"001490",73921,"State Agency Identifier"
"001491",73920,"State Agency Identification System"
"000366",73781,"Assessment Form Number"
"000889",72340,"Assessment Registration Assignor Identifier"
"001057",71498,"Assessment Registration Grade Level to Be Assessed"
"001015",71453,"Assessment Registration Days of Instruction"
"000025",71185,"Assessment Registration Participation Indicator"
"000386",73806,"Assessment Participant Session Platform Type"
"000126",71219,"Grade Level When Assessed"
"001541",73808,"Assessment Registration Completion Status"
"001542",73810,"Assessment Registration Completion Status Date Time"
"000540",71221,"Assessment Registration Reason Not Completing"
"000228",73028,"Reason Not Tested"
"001056",71497,"Assessment Registration Score Publish Date"
"001763",74991,"School Full Academic Year"
"001762",74972,"LEA Full Academic Year"
"001761",74994,"State Full Academic Year"
"001067",76015,"Assessment Identifier"
"001023",71463,"Assessment Need Language Type"
"001127",71541,"Assessment Need Type"
"001005",71444,"Assessment Personal Needs Profile Activate by Default"
"001004",71443,"Assessment Personal Needs Profile Assigned Support"
"001041",71482,"Assessment Need Alternative Representation Type"
"001045",71486,"Assessment Need Directions Only"
"001024",71464,"Assessment Need Hazard Type"
"001038",71479,"Assessment Need Item Translation Display Language Type"
"001039",71480,"Assessment Need Keyword Translation Language Type"
"001025",71465,"Assessment Need Support Tool Type"
"001044",71485,"Assessment Need User Spoken Preference Type"
"001049",71490,"Assessment Need Time Multiplier"
"001034",71475,"Assessment Need Number of Braille Cells"
"001033",71474,"Assessment Need Number of Braille Dots Type"
"001036",71477,"Assessment Need Braille Dot Pressure"
"001032",71473,"Assessment Need Braille Grade Type"
"001035",71476,"Assessment Need Braille Mark Type"
"001037",71478,"Assessment Need Braille Status Cell Type"
"001030",71471,"Assessment Need Invert Color Choice"
"001050",71491,"Assessment Need Line Reader Highlight Color"
"001027",71467,"Assessment Need Link Indication Type"
"001031",71472,"Assessment Need Magnification"
"001046",71487,"Assessment Need Masking Type"
"001087",71469,"Assessment Need Pitch"
"001043",71484,"Assessment Need Read at Start Preference"
"001040",71481,"Assessment Need Signing Type"
"001048",71489,"Assessment Need Sound File URL"
"001028",71468,"Assessment Need Speech Rate"
"001042",71483,"Assessment Need Spoken Source Preference Type"
"001029",71470,"Assessment Need Volume"
"001047",71488,"Assessment Need Text Messaging String"
"001026",71466,"Assessment Need Usage Type"
"001053",71494,"Assessment Need Background Color"
"001052",71493,"Assessment Need Foreground Color"
"001054",71495,"Assessment Need Increased Whitespacing Type"
"001051",71492,"Assessment Need Overlay Color"
"001067",71542,"Assessment Identifier"
"000365",71183,"Assessment Identification System"
"000961",72849,"Assessment Administration Code"
"000977",71429,"Assessment Administration Name"
"000963",72854,"Assessment Administration Start Time"
"000965",72851,"Assessment Administration Finish Time"
"000962",72853,"Assessment Administration Start Date"
"000964",72850,"Assessment Administration Finish Date"
"000967",72848,"Assessment Administration Assessment Family"
"001069",71590,"School Identifier"
"001073",71587,"School Identification System"
"001068",71596,"Local Education Agency Identifier"
"001072",71593,"Local Education Agency Identification System"
"000966",72852,"Assessment Administration Organization Name"
"001531",74114,"Assessment Administration Period Description"
"000384",71187,"Assessment Secure Indicator"
"001018",71456,"Assessment Session Type"
"000597",71441,"Assessment Session Location"
"001069",71589,"School Identifier"
"001073",71586,"School Identification System"
"001068",71595,"Local Education Agency Identifier"
"001072",71592,"Local Education Agency Identification System"
"001019",71457,"Assessment Session Scheduled Start Date Time"
"001020",71458,"Assessment Session Scheduled End Date Time"
"000408",71189,"Assessment Session Allotted Time"
"001021",71459,"Assessment Session Actual Start Date Time"
"001022",71461,"Assessment Session Actual End Date Time"
"000410",71921,"Assessment Session Administrator Identifier"
"000411",71190,"Assessment Session Proctor Identifier"
"001212",71622,"Assessment Session Staff Role Type"
"000389",72846,"Assessment Session Special Circumstance Type"
"001093",71518,"Assessment Session Special Event Description"
"000968",71421,"Assessment Session Security Issue"
"000717",71253,"Assessment Performance Level Identifier"
"000718",71254,"Assessment Performance Level Label"
"000418",71251,"Assessment Performance Level Lower Cut Score"
"000419",71252,"Assessment Performance Level Upper Cut Score"
"000417",71250,"Assessment Performance Level Score Metric"
"001218",72843,"Assessment Performance Level Descriptive Feedback"
"001540",73804,"Assessment Participant Session GUID"
"001539",73802,"Assessment Participant Session Database Name"
"001021",71460,"Assessment Session Actual Start Date Time"
"001022",71462,"Assessment Session Actual End Date Time"
"001003",71442,"Assessment Participant Session Delivery Device Details"
"000597",71922,"Assessment Session Location"
"000386",71188,"Assessment Participant Session Platform Type"
"001152",72473,"Assessment Participant Session Platform User Agent"
"000371",71918,"Assessment Participant Session Language"
"000383",71833,"Assessment Accommodation Category"
"000385",72355,"Accessibility Feature Type"
"001157",72702,"Accessibility Feature Other Description"
"000407",71835,"Assessment Participant Session Time Assessed"
"001130",71544,"Assessment Participant Session Security Issue"
"000968",71516,"Assessment Session Security Issue"
"000389",72847,"Assessment Session Special Circumstance Type"
"001093",71517,"Assessment Session Special Event Description"
